"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",38,28.8,0,1.62361151564307e-05,"Sig","Sig"
6,"ABCO",38,74,0.0334959375949553,0.000124726035241595,"Sig","Sig"
12,"ABCO",38,99,0.0241392132536725,0.000133029273692293,"Sig","Sig"
17,"ABCO",210,121.6,0,1.6321711876807e-05,"Sig","Sig"
22,"ABCO",42,133.4,0,7.7978740169702e-06,"Sig","Sig"
27,"ABCO",36,152,0,6.82263598155087e-06,"Sig","Sig"
32,"ABCO",24,163.4,0,1.02936714976552e-06,"Sig","Sig"
17,"CADE",10,2.8,0,3.55394350233049e-06,"Sig","Sig"
22,"CADE",20,2.6,0,2.35333197317986e-07,"Sig","Sig"
27,"CADE",25,2.6,0,8.5726588296497e-08,"Sig","Sig"
32,"CADE",30,2.2,0,1.15786314088396e-06,"Sig","Sig"
1,"PIJE",324,139.8,0,6.77181643327168e-09,"Sig","Sig"
6,"PIJE",302,143.8,0,6.75751060644474e-09,"Sig","Sig"
12,"PIJE",270,144.2,0,1.09613695985709e-07,"Sig","Sig"
17,"PIJE",228,147.4,0,5.89389643931535e-06,"Sig","Sig"
22,"PIJE",208,144.6,0,2.62099165993326e-05,"Sig","Sig"
27,"PIJE",202,143,0.00591836734693882,4.38863938917342e-05,"Sig","Sig"
32,"PIJE",196,145.4,0.00967159277504107,5.26494640957929e-05,"Sig","Sig"
1,"PILA",8,4,0,1,"Sig","NS"
6,"PILA",8,4,0.0661503455475565,0.000224920464439789,"NS","Sig"
12,"PILA",6,4.8,0.0100000000000007,0.032677923336803,"Sig","Sig"
17,"PILA",4,5,0.812025218595684,0.412954366551149,"NS","NS"
22,"PILA",4,4.4,0.957949044164751,0.688457089776004,"NS","NS"
27,"PILA",4,4.2,0.551052669237933,0.860529715637101,"NS","NS"
32,"PILA",4,4.2,0.172474490926429,0.846643235793587,"NS","NS"
1,"QUKE",202,16,0,5.01292381850195e-11,"Sig","Sig"
6,"QUKE",202,15.6,0,1.27231383872223e-10,"Sig","Sig"
12,"QUKE",200,15.2,0,5.94665019773755e-10,"Sig","Sig"
17,"QUKE",273,14,0,3.33327098879983e-10,"Sig","Sig"
22,"QUKE",195,12.6,0,6.08935655247809e-09,"Sig","Sig"
27,"QUKE",225,12.8,0,4.54918267215015e-09,"Sig","Sig"
32,"QUKE",248,12.8,0,3.51999014539269e-09,"Sig","Sig"
