"","species","ba90","ba100","ba110","den90","den100","den110"
"1","ABCO",2.8766173999736,2.8679859094845,3.13575087430894,1.22060764849362,1.36699281438452,1.48890177648848
"2","ABMA",0.927130045844296,0.896850829905687,0.931174985354038,2.20215154372965,2.21856336522008,2.22266950893508
"3","CADE",1.0052457760855,0.924023045892207,0.996678544567995,2.2964166190102,2.3459017263194,2.35620685286913
"4","PICO",0.98190075181162,0.929584745674138,0.946334185806388,1.52120370139945,1.47985448568554,1.51993739261537
"5","PIJE",2.21224913286335,2.48113481123737,2.76150837769835,-13.6290322580643,27.4773499433729,13.0711825487944
"6","PILA",2.77506093235096,2.5907966602911,2.83815035716918,3.54925126536019,3.55768350033503,3.62464720011303
"7","PIMO",1.13955561064381,0.956754161852177,1.04814544073051,4.03154497520235,4.05614253255049,4.15866073959315
"8","PIPO",0.598326568539981,0.691911888585908,0.628048133378389,1.13466945755199,1.29686010128936,0.453511068871127
"9","QUCH",2.36477873756653,7.0914178209173,1.06754119878818,-23.4674865061953,-15.6189899353636,-24.5395020188186
"10","QUKE",1.04492487740241,1.01724488594093,1.03232424273054,2.59149775997024,2.57700530569169,2.63384774028323
