"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",38,31.6,0.235116988017264,0.0323997341310903,"NS","Sig"
6,"ABCO",38,72.8,0.207709357143858,0.000864430316844921,"NS","Sig"
12,"ABCO",38,91.8,0.0661503455475565,0.00052121055353131,"NS","Sig"
17,"ABCO",210,117,0.00386529386529391,4.57328976525475e-05,"Sig","Sig"
22,"ABCO",42,130.4,0,9.2818462698551e-06,"Sig","Sig"
27,"ABCO",36,150.8,0.00896168993913357,3.21416507525233e-05,"Sig","Sig"
32,"ABCO",24,160.8,0,1.63253785661409e-05,"Sig","Sig"
17,"CADE",10,2.8,0,3.55394350233049e-06,"Sig","Sig"
22,"CADE",20,2.6,0,2.35333197317986e-07,"Sig","Sig"
27,"CADE",25,2.6,0,8.5726588296497e-08,"Sig","Sig"
32,"CADE",30,2.4,0,3.7203980611839e-08,"Sig","Sig"
1,"PIJE",324,138,0,3.20783852975988e-09,"Sig","Sig"
6,"PIJE",302,140,0,4.60567369631895e-08,"Sig","Sig"
12,"PIJE",270,139,0,2.21583489448421e-07,"Sig","Sig"
17,"PIJE",228,136,0,1.69354272784167e-05,"Sig","Sig"
22,"PIJE",208,136,0.00234478601567215,2.42861231569589e-05,"Sig","Sig"
27,"PIJE",202,135.6,0.0129990542357504,4.93000223659839e-05,"Sig","Sig"
32,"PIJE",196,137.2,0.00850746268656719,7.58466654104322e-05,"Sig","Sig"
1,"PILA",8,4,0,1,"Sig","NS"
6,"PILA",8,4.4,0.00761904761904764,0.000124726035241595,"Sig","Sig"
12,"PILA",6,3.4,0.172474490926429,0.00289000711710073,"NS","Sig"
17,"PILA",4,3.6,0,0.373900966300059,"Sig","NS"
22,"PILA",4,3.2,0.172474490926429,0.0993006832137269,"NS","NS"
27,"PILA",4,3.2,0.551052669237933,0.241981530568021,"NS","NS"
32,"PILA",4,3,0.551052669237933,0.189003658455175,"NS","NS"
1,"QUKE",202,15.8,0,7.98636557513433e-12,"Sig","Sig"
6,"QUKE",202,14.6,0,1.0293205531152e-09,"Sig","Sig"
12,"QUKE",200,13.4,0,1.53244076403355e-08,"Sig","Sig"
17,"QUKE",273,12.6,0,1.20251030719935e-09,"Sig","Sig"
22,"QUKE",195,11.2,0,1.4135669302225e-08,"Sig","Sig"
27,"QUKE",225,10.2,0,5.84317333479612e-09,"Sig","Sig"
32,"QUKE",248,9.6,0,6.42476707647201e-09,"Sig","Sig"
